trees,train_pr_auc,val_pr_auc,gap
100.0,0.6552078041196702,0.5090768945424055,0.1461309095772647
200.0,0.7050638874008451,0.5356632841374535,0.16940060326339168
300.0,0.7415489225642614,0.551180339044472,0.19036858351978947
400.0,0.768953839111415,0.5610569592129309,0.20789687989848415
500.0,0.7913788299869523,0.571320988528893,0.2200578414580593
600.0,0.811003339386461,0.5778149281501762,0.23318841123628475
