trees,train_pr_auc,val_pr_auc,gap
100.0,0.7259302272167844,0.5383099957702917,0.18762023144649265
200.0,0.7843304694380557,0.5639433044946094,0.22038716494344635
300.0,0.8226605500712354,0.5815800271205732,0.24108052295066218
400.0,0.8508540714403221,0.5926908923985968,0.25816317904172525
500.0,0.8721327261438268,0.5996718457748655,0.2724608803689612
600.0,0.8918819992841477,0.6084147023022353,0.2834672969819124
700.0,0.9062379601302335,0.6132028815617346,0.29303507856849886
800.0,0.9184204272058325,0.6154851186254999,0.3029353085803326
