threshold,precision,recall,f1,tp,fp,tn,fn,n_flagged,flagged_per_day,fraud_caught_per_day
0.9,0.9388714733542319,0.20769764216366157,0.34014764338444065,599,39,82121,2285,638,21.266666666666666,19.966666666666665
0.905,0.9376996805111821,0.2035367545076283,0.33447293447293447,587,39,82121,2297,626,20.866666666666667,19.566666666666666
0.91,0.9376026272577996,0.1979889042995839,0.3269395934726596,571,38,82122,2313,609,20.3,19.033333333333335
0.915,0.93929173693086,0.19313453536754507,0.3203911417888985,557,36,82124,2327,593,19.766666666666666,18.566666666666666
0.92,0.9407665505226481,0.18723994452149792,0.31231925968768076,540,34,82126,2344,574,19.133333333333333,18.0
0.925,0.9386281588447654,0.18030513176144244,0.3025014543339151,520,34,82126,2364,554,18.466666666666665,17.333333333333332
0.93,0.9391143911439115,0.17649098474341193,0.29713952130764737,509,33,82127,2375,542,18.066666666666666,16.966666666666665
0.935,0.9382239382239382,0.16851595006934814,0.2857142857142857,486,32,82128,2398,518,17.266666666666666,16.2
0.94,0.9391480730223124,0.16054091539528434,0.27420787681374004,463,30,82130,2421,493,16.433333333333334,15.433333333333334
0.945,0.945031712473573,0.15499306518723993,0.2663092046470062,447,26,82134,2437,473,15.766666666666667,14.9
0.95,0.950561797752809,0.14667128987517336,0.2541303694803244,423,22,82138,2461,445,14.833333333333334,14.1
0.955,0.9485981308411215,0.1407766990291262,0.2451690821256039,406,22,82138,2478,428,14.266666666666667,13.533333333333333
0.96,0.9467005076142132,0.12933425797503467,0.22757779133618058,373,21,82139,2511,394,13.133333333333333,12.433333333333334
0.965,0.9538043478260869,0.12170596393897365,0.2158671586715867,351,17,82143,2533,368,12.266666666666667,11.7
0.97,0.9578313253012049,0.11026352288488211,0.19776119402985073,318,14,82146,2566,332,11.066666666666666,10.6
0.975,0.9627118644067797,0.09847434119278779,0.1786725385341302,284,11,82149,2600,295,9.833333333333334,9.466666666666667
0.98,0.972,0.08425797503467407,0.15507338864071474,243,7,82153,2641,250,8.333333333333334,8.1
0.985,0.9766355140186916,0.07246879334257975,0.13492575855390573,209,5,82155,2675,214,7.133333333333334,6.966666666666667
0.99,0.9821428571428571,0.0572122052704577,0.10812581913499344,165,3,82157,2719,168,5.6,5.5
