threshold,precision,recall,f1,tp,fp,tn,fn,n_flagged,flagged_per_day,fraud_caught_per_day
0.765,0.9128712871287129,0.3196948682385576,0.47354904982023627,922,88,82072,1962,1010,33.666666666666664,30.733333333333334
0.77,0.9137412236710131,0.31588072122052707,0.46946663231125996,911,86,82074,1973,997,33.233333333333334,30.366666666666667
0.775,0.916919959473151,0.31380027739251043,0.4675794368380264,905,82,82078,1979,987,32.9,30.166666666666668
0.78,0.9171779141104295,0.3110263522884882,0.46452615225271876,897,81,82079,1987,978,32.6,29.9
0.785,0.9204545454545454,0.30894590846047154,0.4626168224299065,891,77,82083,1993,968,32.266666666666666,29.7
0.79,0.9205020920502092,0.30513176144244103,0.4583333333333333,880,76,82084,2004,956,31.866666666666667,29.333333333333332
0.795,0.9202518363064008,0.3040915395284327,0.45712796455564236,877,76,82084,2007,953,31.766666666666666,29.233333333333334
0.8,0.9211927582534611,0.2999306518723994,0.4525241956578603,865,74,82086,2019,939,31.3,28.833333333333332
0.805,0.920995670995671,0.2950762829403606,0.446953781512605,851,73,82087,2033,924,30.8,28.366666666666667
0.81,0.9207920792079208,0.29022191400832176,0.44133930925388876,837,72,82088,2047,909,30.3,27.9
0.815,0.9212860310421286,0.2881414701803051,0.43898573692551507,831,71,82089,2053,902,30.066666666666666,27.7
0.82,0.9211711711711712,0.28363384188626906,0.43372216330858954,818,70,82090,2066,888,29.6,27.266666666666666
0.825,0.9236902050113895,0.28120665742024964,0.43115364167995746,811,67,82093,2073,878,29.266666666666666,27.033333333333335
0.83,0.925754060324826,0.2766990291262136,0.42605445808862785,798,64,82096,2086,862,28.733333333333334,26.6
0.835,0.9263157894736842,0.27461858529819694,0.4236426852099491,792,63,82097,2092,855,28.5,26.4
0.84,0.9256198347107438,0.27184466019417475,0.4202626641651032,784,63,82097,2100,847,28.233333333333334,26.133333333333333
0.845,0.9283154121863799,0.26941747572815533,0.4176296694436979,777,60,82100,2107,837,27.9,25.9
0.85,0.9286577992744861,0.26629680998613037,0.41390460792239286,768,59,82101,2116,827,27.566666666666666,25.6
0.855,0.9278728606356969,0.2631761442441054,0.4100486223662884,759,59,82101,2125,818,27.266666666666666,25.3
0.86,0.928927680798005,0.25832177531206657,0.40423223005968534,745,57,82103,2139,802,26.733333333333334,24.833333333333332
0.865,0.9313850063532402,0.2541608876560333,0.3993462271860528,733,54,82106,2151,787,26.233333333333334,24.433333333333334
0.87,0.9299610894941635,0.2486130374479889,0.39233926128590974,717,54,82106,2167,771,25.7,23.9
