candidate,adjacent_pr_auc,robust_pr_auc,decay,n_windows,gap_0,gap_7,gap_14,gap_30,gap_60
xgb_f5_capacity,0.6380643724009816,0.5197714922740841,0.11829288012689743,10,0.6380643724009816,0.6007183786565193,0.5764956868285143,0.5388042437643903,0.48170598929347175
xgb_f5_interactions,0.6243668964250898,0.5096081221409249,0.11475877428416492,10,0.6243668964250898,0.5962556343638697,0.5710470806128728,0.5296254701646745,0.46957342609342556
