candidate,adjacent_pr_auc,robust_pr_auc,decay,n_windows,gap_0,gap_7,gap_14,gap_30,gap_60
xgb_f5_capacity,0.638763578350083,0.5151781322341414,0.12358544611594158,10,0.638763578350083,0.6025284690904242,0.5749608748682421,0.5343713687905467,0.47679165912133126
xgb_f5_depth10,0.62877196256043,0.5106736204915063,0.11809834206892367,10,0.62877196256043,0.5956936519448421,0.5675323196749391,0.5285970748802855,0.47482671171394764
xgb_f5_interactions,0.6257645985924438,0.5086647411909482,0.11709985740149564,10,0.6257645985924438,0.5959935977055548,0.5667738171897461,0.5275909533469465,0.47081231687895136
