candidate,adjacent_pr_auc,robust_pr_auc,decay,n_windows,gap_0,gap_7,gap_14,gap_30,gap_60
xgb_f5_capacity,0.6381229984141803,0.5154652839689952,0.12265771444518514,10,0.6381229984141803,0.6020868267071406,0.5744185994834033,0.5342658931312392,0.4778640656445071
xgb_f5_interactions,0.6261116104001817,0.5113337824543924,0.11477782794578928,10,0.6261116104001817,0.5956834547659133,0.5685978866659611,0.5312169813891399,0.4715673845848976
